"旧相对路径","新相对路径","操作类型","原因","大小"
"08、游戏\08、琥珀zj\《琥珀之剑》（校对版全本）.txt","08、游戏\《琥珀之剑》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11828881"
"08、游戏\09、王者sk\《王者时刻》（校对版全本）.txt","08、游戏\《王者时刻》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","2628472"
"08、游戏\10、从零\《从零开始》（校对版全本）.txt","08、游戏\《从零开始》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","40540352"
"08、游戏\11、网游之td\《网游之天地》（校对版全本）.txt","08、游戏\《网游之天地》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10417710"
"08、游戏\12、c生之z行天下\《重生之贼行天下》（校对版全本）.txt","08、游戏\《重生之贼行天下》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6190734"
"08、游戏\13、c生z最强剑神\《重生之最强剑神》（校对版全本）.txt","08、游戏\《重生之最强剑神》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","15105287"
"08、游戏\14、联盟z魔w系t\《联盟之魔王系统》（校对版全本）.txt","08、游戏\《联盟之魔王系统》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8587153"
"08、游戏\16、什么叫游走\《什么叫游走型中单啊》（校对版全本）.txt","08、游戏\《什么叫游走型中单啊》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8886275"
"08、游戏\17、什么叫六边形\《什么叫六边形打野啊》（校对版全本）.txt","08、游戏\《什么叫六边形打野啊》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11938300"
"08、游戏\18、近战fs\《网游之近战法师》（精校版全本）.txt","08、游戏\《网游之近战法师》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7541899"
"08、游戏\19、y兵x统\《联盟之佣兵系统》（校对版全本）.txt","08、游戏\《联盟之佣兵系统》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6149383"
"08、游戏\20、峡谷zd\《峡谷之巅》（校对版全本）.txt","08、游戏\《峡谷之巅》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4591596"
"08、游戏\21、落地\《落地一把98K》（校对版全本）.txt","08、游戏\《落地一把98K》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6994825"
"08、游戏\22、峡谷znl\《峡谷正能量》（校对版全本）.txt","08、游戏\《峡谷正能量》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6480030"
"08、游戏\23、上d之s\《英雄联盟：上帝之手》（校对版全本）.txt","08、游戏\《英雄联盟：上帝之手》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4643966"
"08、游戏\24、冠j之j\《英雄联盟：冠军之箭》（校对版全本）.txt","08、游戏\《英雄联盟：冠军之箭》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5529521"
"08、游戏\25、s级y雄\《神级英雄》（校对版全本）.txt","08、游戏\《神级英雄》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","12906354"
"08、游戏\26、崛 起\《主神崛起》（校对版全本）.txt","08、游戏\《主神崛起》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5698782"
"08、游戏\27、梦 路\《逍遥梦路》（校对版全本）.txt","08、游戏\《逍遥梦路》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7971112"
"08、游戏\28、黎 明\《超凡黎明》（校对版全本）.txt","08、游戏\《超凡黎明》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3971939"
"08、游戏\30、神 秀\《神秀之主》（校对版全本）.txt","08、游戏\《神秀之主》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4522802"
"08、游戏\31、神 秘\《神秘之劫》（校对版全本）.txt","08、游戏\《神秘之劫》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6405743"
"08、游戏\33、逆 天\《邪龙逆天》（校对版）.txt","08、游戏\《邪龙逆天》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8045686"
"08、游戏\34、这 个\《这个男人太强了！》（校对版）.txt","08、游戏\《这个男人太强了！》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7462835"
"08、游戏\35、法 爷\《我真没针对法爷》（校对版全本）.txt","08、游戏\《我真没针对法爷》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6682149"
"09、高武\01、我在\《我在精神病院学斩神》（校对版全本）.txt","09、高武\《我在精神病院学斩神》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9116825"
"09、高武\02、万族\《万族之劫》（校对版全本）.txt","09、高武\《万族之劫》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","18542118"
"09、高武\02、万族\《全球高武》（精校版全本）.txt","09、高武\《全球高武》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","18649335"
"10、灵异\01、道诡\《道诡异仙》（校对版）.txt","10、灵异\《道诡异仙》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7144234"
"10、灵异\02、我有yzmxw\《我有一座冒险屋(我有一座恐怖屋)》（校对版全本）.txt","10、灵异\《我有一座冒险屋(我有一座恐怖屋)》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6574688"
"11、悬疑\01、十日\《十日终焉》（校对全本）.txt","11、悬疑\《十日终焉》（校对全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9385090"
"11、悬疑\02、镇妖\《镇妖博物馆》（校对版全本）.txt","11、悬疑\《镇妖博物馆》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11046824"
"11、悬疑\03、黄昏\《黄昏分界》（软校全本）.txt","11、悬疑\《黄昏分界》（软校全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9268790"
"11、悬疑\04、我的zyxyx\《我的治愈系游戏》（校对版全本+番外）.txt","11、悬疑\《我的治愈系游戏》（校对版全本+番外）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10405597"
"11、悬疑\05、深夜sw\《深夜书屋》（校对版全本）.txt","11、悬疑\《深夜书屋》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8585189"
"11、悬疑\06、魔 临\《魔临》（校对版全本）.txt","11、悬疑\《魔临》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11929638"
"11、悬疑\07、诡 舍\《诡舍》（原版）.txt","11、悬疑\《诡舍》（原版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5925846"
"11、悬疑\08、G 吹 灯\《鬼吹灯全集》（精校版，全8卷）.txt","11、悬疑\《鬼吹灯全集》（精校版，全8卷）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5917711"
"11、悬疑\09、DM笔记\《盗墓笔记》（实体封面全本）.txt","11、悬疑\《盗墓笔记》（实体封面全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3113377"
"11、悬疑\10、通 幽\《通幽大圣》（校对版全本）.txt","11、悬疑\《通幽大圣》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3831125"
"13、军事\01、炮 火\《炮火弧线》（校对版全本）.txt","13、军事\《炮火弧线》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8503003"
"14、轻小说\01、我 本\《我本无意成仙》（校对版）.txt","14、轻小说\《我本无意成仙》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5259558"
"14、轻小说\02、不 许\《不许没收我的人籍》（校对版全本）.txt","14、轻小说\《不许没收我的人籍》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10446801"
"14、轻小说\03、我 的\《我的超能力每周刷新》（校对版）.txt","14、轻小说\《我的超能力每周刷新》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6393826"
"14、轻小说\04、训 练 家\《我真没想当训练家啊》（校对版）.txt","14、轻小说\《我真没想当训练家啊》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10200556"
"14、轻小说\05、术 师\《术师手册》（校对版）.txt","14、轻小说\《术师手册》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9249596"
"14、轻小说\06、剑 出\《剑出衡山》（校对版全本＋番外）.txt","14、轻小说\《剑出衡山》（校对版全本＋番外）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4200016"
